Date,Month,Year,Weekday,Avg Trip Duration,Total Rides,TempHighF,TempAvgF,DewPointHighF,DewPointAvgF,WindHighMPH,WindAvgMPH,PrecipitationSumInches,Events,PrecipBins
2014-10-12,10,2014,6,30.158,1787,77,69,72,63,13,2,0.01,"Rain , Thunderstorm",0.1-0.5
2014-10-13,10,2014,0,33.641,750,76,69,72,59,20,10,0.09,"Rain , Thunderstorm",0.1-0.5
2014-10-14,10,2014,1,28.354,601,80,66,48,43,14,5,0.0,Sunny,0
2014-10-15,10,2014,2,19.817999999999998,516,88,72,51,46,9,2,0.0,Sunny,0
2014-10-16,10,2014,3,24.133000000000003,437,86,72,54,49,13,4,0.0,Sunny,0
2014-10-17,10,2014,4,27.139,682,87,74,64,60,13,3,0.0,Sunny,0
2014-10-18,10,2014,5,33.187,1044,86,76,69,64,9,2,0.0,Sunny,0
2014-10-19,10,2014,6,33.2,649,82,74,66,63,8,2,0.0,Sunny,0
2014-10-20,10,2014,0,23.945,453,82,73,64,61,8,2,0.0,Sunny,0
2014-10-21,10,2014,1,21.112,366,83,71,61,55,10,3,0.0,Sunny,0
2014-10-22,10,2014,2,18.824,318,83,72,62,59,9,2,0.005,Rain,0.1-0.5
2014-10-23,10,2014,3,19.736,383,83,75,62,59,8,2,0.005,Rain,0.1-0.5
2014-10-24,10,2014,4,26.647,700,85,73,61,59,7,2,0.0,Sunny,0
2014-10-25,10,2014,5,29.996,796,88,75,61,59,8,2,0.0,Sunny,0
2014-10-26,10,2014,6,32.787,698,86,74,61,58,12,4,0.0,Sunny,0
2014-10-27,10,2014,0,17.206,494,86,74,65,61,14,6,0.0,Sunny,0
2014-10-28,10,2014,1,20.759,482,84,75,68,65,8,2,0.0,Sunny,0
2014-10-29,10,2014,2,17.985,409,81,73,63,62,10,3,0.0,Sunny,0
2014-10-30,10,2014,3,22.158,412,82,73,61,59,8,2,0.005,Rain,0.1-0.5
2014-10-31,10,2014,4,23.682,538,76,66,61,49,16,7,0.3,Rain,0.1-0.5
2014-11-01,11,2014,5,36.134,843,68,58,43,39,9,5,0.0,Sunny,0
2014-11-02,11,2014,6,27.768,482,75,62,52,45,15,6,0.0,Sunny,0
2014-11-03,11,2014,0,24.579,330,76,68,63,59,14,6,0.005,Sunny,0.1-0.5
2014-11-04,11,2014,1,31.54,252,75,67,69,63,17,5,0.56,Rain,0.5-2
2014-11-05,11,2014,2,44.478,46,59,57,58,56,13,6,1.51,Rain,0.5-2
2014-11-06,11,2014,3,21.656999999999996,297,63,59,56,51,10,4,0.04,Rain,0.1-0.5
2014-11-07,11,2014,4,24.288,681,71,60,49,41,7,2,0.0,Sunny,0
2014-11-08,11,2014,5,27.831999999999997,1003,75,62,52,47,15,4,0.0,Sunny,0
2014-11-09,11,2014,6,27.726999999999997,882,74,61,45,43,8,3,0.0,Sunny,0
2014-11-10,11,2014,0,27.07,517,76,63,61,53,17,6,0.0,Sunny,0
2014-11-11,11,2014,1,13.043,231,65,54,62,41,17,7,0.0,Sunny,0
2014-11-12,11,2014,2,13.945,164,51,44,29,23,16,9,0.0,Sunny,0
2014-11-13,11,2014,3,13.106,123,41,36,17,13,17,8,0.0,Sunny,0
2014-11-14,11,2014,4,20.09,188,45,38,23,17,8,3,0.0,Sunny,0
2014-11-15,11,2014,5,21.554000000000002,202,48,44,47,39,10,4,0.02,Rain,0.1-0.5
2014-11-16,11,2014,6,27.666999999999998,156,50,42,49,45,17,6,0.01,"Fog , Rain",0.1-0.5
2014-11-17,11,2014,0,17.783,198,53,42,27,21,16,6,0.0,Sunny,0
2014-11-18,11,2014,1,17.61,154,56,43,27,23,10,2,0.0,Sunny,0
2014-11-19,11,2014,2,15.1,240,69,51,45,38,13,3,0.0,Sunny,0
2014-11-20,11,2014,3,16.699,279,70,57,63,57,12,3,0.01,"Fog , Rain",0.1-0.5
2014-11-21,11,2014,4,30.041,221,74,68,69,65,13,5,0.33,"Fog , Rain",0.1-0.5
2014-11-22,11,2014,5,16.695999999999998,46,67,63,64,62,20,7,3.33,"Fog , Rain , Thunderstorm",2-10
2014-11-23,11,2014,6,35.707,488,81,67,57,48,16,5,0.0,Sunny,0
2014-11-24,11,2014,0,23.825,291,66,53,39,32,15,5,0.0,Sunny,0
2014-11-25,11,2014,1,31.121,315,67,53,38,33,9,3,0.0,Sunny,0
2014-11-26,11,2014,2,21.396,245,77,60,37,33,10,3,0.0,Sunny,0
2014-11-27,11,2014,3,32.69,255,64,53,37,33,10,4,0.0,Sunny,0
2014-11-28,11,2014,4,35.275999999999996,514,72,57,54,45,14,4,0.0,Sunny,0
2014-11-29,11,2014,5,35.751999999999995,628,73,65,61,57,16,7,0.0,Sunny,0
2014-11-30,11,2014,6,27.73,496,79,72,63,62,15,7,0.0,Sunny,0
2014-12-01,12,2014,0,19.75,148,66,54,63,42,17,6,0.0,Sunny,0
2014-12-02,12,2014,1,17.799,164,50,45,43,32,10,4,0.0,Sunny,0
2014-12-03,12,2014,2,21.396,212,59,54,55,50,7,1,0.0,Sunny,0
2014-12-04,12,2014,3,18.987000000000002,153,66,62,65,61,12,3,0.06,Rain,0.1-0.5
2014-12-05,12,2014,4,20.137,344,75,69,66,64,12,5,0.01,Rain,0.1-0.5
2014-12-06,12,2014,5,29.246,568,69,62,58,51,13,6,0.0,Sunny,0
2014-12-07,12,2014,6,24.873,355,56,54,50,48,9,4,0.0,Sunny,0
2014-12-08,12,2014,0,20.422,199,67,58,49,46,9,3,0.0,Sunny,0
2014-12-09,12,2014,1,20.781999999999996,261,69,56,49,45,8,1,0.0,Sunny,0
2014-12-10,12,2014,2,16.651,152,66,57,57,50,8,1,0.02,Rain,0.1-0.5
2014-12-11,12,2014,3,16.313,163,67,62,59,57,9,5,0.04,Rain,0.1-0.5
2014-12-12,12,2014,4,21.561999999999998,242,71,65,58,57,12,5,0.005,Rain,0.1-0.5
2014-12-13,12,2014,5,23.337,430,74,65,59,57,14,5,0.0,Sunny,0
2014-12-14,12,2014,6,56.84,206,74,68,64,62,14,6,0.07,Rain,0.1-0.5
2014-12-15,12,2014,0,19.34,288,74,63,64,51,12,5,0.0,Sunny,0
2014-12-16,12,2014,1,18.724,304,63,55,36,34,14,5,0.0,Sunny,0
2014-12-17,12,2014,2,10.894,132,53,51,51,44,15,4,0.1,"Rain , Thunderstorm",0.1-0.5
2014-12-18,12,2014,3,16.239,184,60,55,56,51,12,3,0.005,Sunny,0.1-0.5
2014-12-19,12,2014,4,17.127,181,57,53,50,48,13,7,0.59,"Rain , Thunderstorm",0.5-2
2014-12-20,12,2014,5,22.541,222,54,52,47,45,8,3,0.0,Sunny,0
2014-12-21,12,2014,6,25.596999999999998,263,56,53,52,49,10,5,0.0,Sunny,0
2014-12-22,12,2014,0,25.965999999999998,327,77,67,56,52,12,5,0.0,Sunny,0
2014-12-23,12,2014,1,22.2,105,59,51,44,40,18,8,0.005,Rain,0.1-0.5
2014-12-24,12,2014,2,28.565,147,57,46,35,32,16,6,0.0,Sunny,0
2014-12-25,12,2014,3,38.82,266,65,49,47,33,16,6,0.0,Sunny,0
2014-12-26,12,2014,4,35.711,294,74,64,63,57,12,5,0.01,Rain,0.1-0.5
2014-12-27,12,2014,5,26.2,100,66,54,63,49,16,8,0.03,Rain,0.1-0.5
2014-12-28,12,2014,6,22.769000000000002,78,47,40,34,30,14,4,0.13,Rain,0.1-0.5
2014-12-29,12,2014,0,27.27,418,67,49,42,36,10,2,0.0,Sunny,0
2014-12-30,12,2014,1,18.057000000000002,230,46,43,43,40,13,6,0.0,Fog,0
2014-12-31,12,2014,2,19.336,137,42,39,31,29,14,8,0.005,Sunny,0.1-0.5
2015-01-01,1,2015,3,48.861000000000004,36,40,37,39,35,9,5,0.63,"Rain , Thunderstorm",0.5-2
2015-01-02,1,2015,4,15.765999999999998,47,43,41,41,39,12,5,0.2,"Rain , Thunderstorm",0.1-0.5
2015-01-03,1,2015,5,37.134,366,62,51,43,40,14,3,0.76,"Rain , Thunderstorm",0.5-2
2015-01-04,1,2015,6,24.596,171,51,43,41,30,16,7,0.0,Sunny,0
2015-01-05,1,2015,0,20.201,179,52,41,28,23,8,4,0.0,Sunny,0
2015-01-06,1,2015,1,19.844,225,71,54,37,32,9,2,0.0,Sunny,0
2015-01-07,1,2015,2,12.75,140,51,41,38,27,21,9,0.0,Sunny,0
2015-01-08,1,2015,3,16.133,83,36,30,23,12,15,5,0.005,Rain,0.1-0.5
2015-01-09,1,2015,4,10.977,131,38,36,32,26,13,6,0.02,Rain,0.1-0.5
2015-01-10,1,2015,5,19.522000000000002,23,36,34,34,31,8,3,0.3,"Rain , Thunderstorm",0.1-0.5
2015-01-11,1,2015,6,19.614,189,49,42,45,39,8,3,0.17,Rain,0.1-0.5
2015-01-12,1,2015,0,15.945,165,46,43,45,41,14,5,0.0,Fog,0
2015-01-13,1,2015,1,10.11,118,42,39,37,33,12,7,0.0,Sunny,0
2015-01-14,1,2015,2,10.472000000000001,106,40,39,38,36,9,5,0.0,Sunny,0
2015-01-15,1,2015,3,16.105999999999998,207,59,49,38,36,12,4,0.0,Sunny,0
2015-01-16,1,2015,4,24.265,309,64,51,41,38,8,3,0.0,Sunny,0
2015-01-17,1,2015,5,29.112,834,69,54,46,40,12,3,0.0,Sunny,0
2015-01-18,1,2015,6,30.315,788,72,59,34,30,10,3,0.0,Sunny,0
2015-01-19,1,2015,0,27.987,469,75,56,47,41,10,3,0.0,Sunny,0
2015-01-20,1,2015,1,20.243,251,80,61,51,44,12,3,0.0,Sunny,0
2015-01-21,1,2015,2,17.294,102,56,53,53,50,10,6,0.16,Rain,0.1-0.5
2015-01-22,1,2015,3,7.843999999999999,45,52,47,51,46,20,10,2.07,Rain,2-10
2015-01-23,1,2015,4,17.184,103,51,45,42,38,15,6,0.4,Rain,0.1-0.5
2015-01-24,1,2015,5,35.635999999999996,613,63,50,41,36,13,4,0.0,Sunny,0
2015-01-25,1,2015,6,38.618,587,73,57,40,34,13,6,0.0,Sunny,0
2015-01-26,1,2015,0,30.968000000000004,253,74,60,43,37,10,5,0.0,Sunny,0
2015-01-27,1,2015,1,19.342,281,83,67,45,40,14,6,0.0,Sunny,0
2015-01-28,1,2015,2,18.392,245,81,62,49,42,14,4,0.0,Sunny,0
2015-01-29,1,2015,3,19.128,304,79,66,55,49,16,4,0.005,Sunny,0.1-0.5
2015-01-30,1,2015,4,19.744,273,58,53,39,36,14,6,0.005,Rain,0.1-0.5
2015-01-31,1,2015,5,21.754,122,62,56,61,51,15,4,0.31,Rain,0.1-0.5
2015-02-01,2,2015,6,28.543000000000003,317,73,59,61,54,17,7,0.02,Rain,0.1-0.5
2015-02-02,2,2015,0,12.989,89,49,41,30,24,15,6,0.0,Sunny,0
2015-02-03,2,2015,1,8.68,75,43,42,42,37,8,2,0.26,Rain,0.1-0.5
2015-02-04,2,2015,2,18.535,129,55,49,50,45,8,2,0.06,Rain,0.1-0.5
2015-02-05,2,2015,3,9.718,124,52,45,48,35,16,7,0.005,Sunny,0.1-0.5
2015-02-06,2,2015,4,42.376999999999995,300,60,49,42,38,10,3,0.0,Sunny,0
2015-02-07,2,2015,5,33.085,692,69,55,53,46,13,5,0.0,Sunny,0
2015-02-08,2,2015,6,42.964,696,78,68,57,56,14,6,0.0,Sunny,0
2015-02-09,2,2015,0,20.772,289,83,68,50,44,9,3,0.0,Sunny,0
2015-02-10,2,2015,1,34.781,215,81,64,49,44,10,4,0.0,Sunny,0
2015-02-11,2,2015,2,20.518,245,78,65,53,49,16,5,0.0,Sunny,0
2015-02-12,2,2015,3,16.141,213,62,53,40,34,16,7,0.0,Sunny,0
2015-02-13,2,2015,4,23.749000000000002,509,70,55,44,38,10,2,0.0,Sunny,0
2015-02-14,2,2015,5,34.674,1552,78,63,53,47,9,3,0.0,Sunny,0
2015-02-15,2,2015,6,31.675,993,68,63,62,58,10,5,0.005,Sunny,0.1-0.5
2015-02-16,2,2015,0,13.767999999999999,99,66,51,61,39,17,9,0.01,Rain,0.1-0.5
2015-02-17,2,2015,1,17.111,153,55,45,33,27,13,7,0.0,Sunny,0
2015-02-18,2,2015,2,23.009,341,66,49,34,29,13,4,0.0,Sunny,0
2015-02-19,2,2015,3,18.226,385,70,54,49,40,14,5,0.0,Sunny,0
2015-02-20,2,2015,4,20.901999999999997,366,75,65,60,56,16,9,0.0,Sunny,0
2015-02-21,2,2015,5,42.027,1024,78,67,61,56,14,6,0.0,Sunny,0
2015-02-22,2,2015,6,19.651,169,56,47,52,44,20,7,0.02,Rain,0.1-0.5
2015-02-23,2,2015,0,8.857000000000001,49,37,34,32,29,17,9,0.01,Rain,0.1-0.5
2015-02-24,2,2015,1,8.068,73,37,34,34,29,9,4,0.0,Sunny,0
2015-02-25,2,2015,2,14.619000000000002,202,63,49,36,34,13,3,0.01,Rain,0.1-0.5
2015-02-26,2,2015,3,22.521,142,52,43,37,31,15,7,0.0,Sunny,0
2015-02-27,2,2015,4,15.155999999999999,90,36,34,30,25,13,7,0.01,Rain,0.1-0.5
2015-02-28,2,2015,5,18.707,41,36,34,34,31,10,5,0.1,Rain,0.1-0.5
2015-03-01,3,2015,6,21.055999999999997,108,43,39,41,38,10,6,0.09,Rain,0.1-0.5
2015-03-02,3,2015,0,11.811,127,45,42,42,40,10,4,0.02,Rain,0.1-0.5
2015-03-03,3,2015,1,14.279000000000002,147,63,52,59,49,8,1,0.01,"Fog , Rain",0.1-0.5
2015-03-04,3,2015,2,12.13,138,70,52,67,56,21,6,0.15,"Fog , Rain , Thunderstorm",0.1-0.5
2015-03-05,3,2015,3,17.910999999999998,146,47,39,32,25,20,10,0.13,"Rain , Thunderstorm",0.1-0.5
2015-03-06,3,2015,4,27.386999999999997,354,57,42,29,23,8,2,0.0,Sunny,0
2015-03-07,3,2015,5,32.766999999999996,717,60,49,37,30,10,2,0.005,Sunny,0.1-0.5
2015-03-08,3,2015,6,40.441,93,54,51,51,48,12,3,0.45,Rain,0.1-0.5
2015-03-09,3,2015,0,138.273,66,55,52,52,49,8,4,2.17,Rain,2-10
2015-03-10,3,2015,1,24.471999999999998,479,63,57,52,50,9,4,0.0,Sunny,0
2015-03-11,3,2015,2,17.997,356,59,57,51,50,13,6,0.0,Sunny,0
2015-03-12,3,2015,3,28.148000000000003,729,73,63,55,52,13,5,0.02,Rain,0.1-0.5
2015-03-13,3,2015,4,25.729,1673,78,66,54,52,12,3,0.0,Sunny,0
2015-03-14,3,2015,5,25.62,2738,78,66,53,49,15,6,0.0,Sunny,0
2015-03-15,3,2015,6,21.930999999999997,2652,69,60,54,51,12,3,0.0,Sunny,0
2015-03-16,3,2015,0,21.345,2367,77,65,62,56,10,3,0.0,Sunny,0
2015-03-17,3,2015,1,22.855999999999998,2217,77,70,66,63,9,3,0.01,Rain,0.1-0.5
2015-03-18,3,2015,2,22.16,2471,81,71,65,61,13,4,0.13,Rain,0.1-0.5
2015-03-19,3,2015,3,20.638,3031,83,73,66,64,12,5,0.0,Sunny,0
2015-03-20,3,2015,4,18.268,1598,71,64,67,61,15,4,1.17,"Fog , Rain",0.5-2
2015-03-21,3,2015,5,18.534000000000002,1202,61,58,58,56,10,4,0.43,Rain,0.1-0.5
2015-03-22,3,2015,6,31.404,1188,78,68,59,57,9,4,0.0,Sunny,0
2015-03-23,3,2015,0,24.463,417,80,66,59,56,9,3,0.0,Sunny,0
2015-03-24,3,2015,1,24.249000000000002,401,83,71,62,60,14,7,0.0,Sunny,0
2015-03-25,3,2015,2,20.192,396,84,73,63,61,16,8,0.0,Sunny,0
2015-03-26,3,2015,3,21.939,394,70,62,65,48,20,10,0.05,Rain,0.1-0.5
2015-03-27,3,2015,4,23.787,746,82,64,44,36,13,4,0.0,Sunny,0
2015-03-28,3,2015,5,36.43,1299,84,66,49,44,13,5,0.0,Sunny,0
2015-03-29,3,2015,6,36.678000000000004,802,84,71,60,56,17,8,0.0,Sunny,0
2015-03-30,3,2015,0,24.979,523,80,72,64,62,12,5,0.0,Sunny,0
2015-03-31,3,2015,1,26.199,537,82,74,66,62,13,7,0.0,Sunny,0
2015-04-01,4,2015,2,21.448,413,83,76,67,65,14,7,0.005,Rain,0.1-0.5
2015-04-02,4,2015,3,28.061,610,84,76,68,66,15,8,0.0,Sunny,0
2015-04-03,4,2015,4,28.164,683,86,76,68,62,17,7,0.0,Sunny,0
2015-04-04,4,2015,5,40.411,923,69,63,48,44,17,8,0.0,Sunny,0
2015-04-05,4,2015,6,35.297,428,69,64,64,59,10,4,0.02,Rain,0.1-0.5
2015-04-06,4,2015,0,28.8,619,85,75,67,65,14,7,0.0,Sunny,0
2015-04-07,4,2015,1,22.409000000000002,438,87,78,67,65,16,8,0.0,Sunny,0
2015-04-08,4,2015,2,18.352,429,79,74,69,67,16,8,0.005,Sunny,0.1-0.5
2015-04-09,4,2015,3,21.116999999999997,503,87,79,71,67,15,7,0.0,Sunny,0
2015-04-10,4,2015,4,31.660999999999998,463,74,65,68,53,14,5,0.09,"Rain , Thunderstorm",0.1-0.5
2015-04-11,4,2015,5,35.806999999999995,591,70,65,66,62,7,3,0.005,Rain,0.1-0.5
2015-04-12,4,2015,6,29.72,603,82,75,69,67,13,5,0.01,Fog,0.1-0.5
2015-04-13,4,2015,0,23.259,467,87,76,70,65,13,4,0.09,"Rain , Thunderstorm",0.1-0.5
2015-04-14,4,2015,1,16.86,429,77,67,61,55,12,6,0.0,Sunny,0
2015-04-15,4,2015,2,18.787,465,83,69,65,56,14,4,0.0,Sunny,0
2015-04-16,4,2015,3,18.017,418,81,74,70,66,17,4,0.01,"Rain , Thunderstorm",0.1-0.5
2015-04-17,4,2015,4,21.985,455,75,71,70,65,12,4,0.41,"Rain , Thunderstorm",0.1-0.5
2015-04-18,4,2015,5,30.480999999999998,958,77,66,66,63,28,4,0.57,"Fog , Rain , Thunderstorm",0.5-2
2015-04-19,4,2015,6,37.152,847,89,73,69,58,15,6,0.0,"Fog , Thunderstorm",0
2015-04-20,4,2015,0,28.296,466,73,64,48,43,15,6,0.0,Sunny,0
2015-04-21,4,2015,1,20.668000000000003,374,81,66,63,53,13,5,0.0,Sunny,0
2015-04-22,4,2015,2,16.676,401,81,74,68,65,16,7,0.005,Sunny,0.1-0.5
2015-04-23,4,2015,3,29.230999999999998,485,85,77,72,69,10,4,0.0,Sunny,0
2015-04-24,4,2015,4,28.779,621,85,77,74,72,14,5,0.43,"Rain , Thunderstorm",0.1-0.5
2015-04-25,4,2015,5,35.984,1103,93,82,73,64,12,5,0.04,Thunderstorm,0.1-0.5
2015-04-26,4,2015,6,31.003,710,86,78,72,69,18,8,0.08,"Rain , Thunderstorm",0.1-0.5
2015-04-27,4,2015,0,24.014,511,85,74,70,62,17,4,0.56,"Rain , Thunderstorm",0.5-2
2015-04-28,4,2015,1,17.477999999999998,301,65,59,59,52,17,8,0.0,Sunny,0
2015-04-29,4,2015,2,22.732,366,77,63,48,45,12,5,0.0,Sunny,0
2015-04-30,4,2015,3,25.418000000000003,474,83,67,51,49,10,3,0.0,Sunny,0
2015-05-01,5,2015,4,32.777,529,84,70,56,52,10,2,0.0,Sunny,0
2015-05-02,5,2015,5,41.11,1006,83,71,55,53,13,4,0.0,Sunny,0
2015-05-03,5,2015,6,36.328,819,84,71,62,58,15,6,0.0,Sunny,0
2015-05-04,5,2015,0,28.003,367,84,75,66,63,16,8,0.0,Sunny,0
2015-05-05,5,2015,1,29.421,323,83,75,70,67,20,7,3.84,"Fog , Rain , Thunderstorm",2-10
2015-05-06,5,2015,2,21.322,360,87,79,71,69,14,8,0.01,Rain,0.1-0.5
2015-05-07,5,2015,3,29.68,388,83,78,73,71,17,9,0.02,Rain,0.1-0.5
2015-05-08,5,2015,4,23.814,392,79,76,75,73,13,6,0.29,"Rain , Thunderstorm",0.1-0.5
2015-05-09,5,2015,5,32.369,780,85,79,73,71,17,9,0.02,"Rain , Thunderstorm",0.1-0.5
2015-05-10,5,2015,6,31.572,633,87,82,72,71,17,10,0.0,Sunny,0
2015-05-11,5,2015,0,28.164,195,79,74,73,67,12,5,0.4,"Rain , Thunderstorm",0.1-0.5
2015-05-12,5,2015,1,14.437999999999999,137,69,67,67,65,10,5,0.23,Rain,0.1-0.5
2015-05-13,5,2015,2,17.48,100,70,67,70,66,14,4,1.12,"Fog , Rain , Thunderstorm",0.5-2
2015-05-14,5,2015,3,22.648000000000003,318,87,78,74,71,15,5,0.08,Rain,0.1-0.5
2015-05-15,5,2015,4,29.034000000000002,357,77,72,71,68,13,4,0.36,"Rain , Thunderstorm",0.1-0.5
2015-05-16,5,2015,5,33.416,940,87,77,73,70,18,9,0.0,Sunny,0
2015-05-17,5,2015,6,42.368,593,84,75,72,68,22,5,2.6,"Rain , Thunderstorm",2-10
2015-05-18,5,2015,0,25.291,447,88,81,75,72,12,5,0.0,Rain,0
2015-05-19,5,2015,1,20.846999999999998,438,89,82,75,72,17,8,0.005,Rain,0.1-0.5
2015-05-20,5,2015,2,22.781,393,89,81,76,72,13,5,0.33,"Rain , Thunderstorm",0.1-0.5
2015-05-21,5,2015,3,22.413,378,76,69,74,63,15,6,0.02,"Rain , Thunderstorm",0.1-0.5
2015-05-22,5,2015,4,43.912,396,77,70,71,67,10,4,0.03,Rain,0.1-0.5
2015-05-23,5,2015,5,34.54,433,87,77,74,71,18,7,1.41,"Fog , Rain , Thunderstorm",0.5-2
2015-05-24,5,2015,6,36.303000000000004,1511,82,73,70,68,8,6,0.76,Rain,0.5-2
2015-05-25,5,2015,0,30.361,402,82,74,74,69,16,5,5.2,"Fog , Rain , Thunderstorm",2-10
2015-05-26,5,2015,1,26.95,461,89,78,75,69,13,6,0.0,Thunderstorm,0
2015-05-27,5,2015,2,30.478,322,85,76,75,70,12,5,0.005,"Rain , Thunderstorm",0.1-0.5
2015-05-28,5,2015,3,35.863,306,87,78,79,73,15,6,0.2,"Rain , Thunderstorm",0.1-0.5
2015-05-29,5,2015,4,27.635,627,89,77,73,66,21,5,0.67,"Rain , Thunderstorm",0.5-2
2015-05-30,5,2015,5,28.88,726,88,79,70,68,12,2,0.005,"Rain , Thunderstorm",0.1-0.5
2015-05-31,5,2015,6,31.557,765,86,77,67,64,9,2,0.0,Sunny,0
2015-06-01,6,2015,0,24.596999999999998,454,88,76,66,65,8,2,0.0,Sunny,0
2015-06-02,6,2015,1,28.364,363,90,79,70,66,9,2,0.0,Sunny,0
2015-06-03,6,2015,2,24.403000000000002,491,89,78,70,66,13,5,0.0,Sunny,0
2015-06-04,6,2015,3,22.079,458,88,78,70,66,12,4,0.0,Sunny,0
2015-06-05,6,2015,4,22.116999999999997,528,90,80,72,68,12,4,0.005,Sunny,0.1-0.5
2015-06-06,6,2015,5,30.09,730,90,80,70,67,9,3,0.0,Sunny,0
2015-06-07,6,2015,6,26.613000000000003,698,91,81,70,67,12,4,0.0,Sunny,0
2015-06-08,6,2015,0,25.195999999999998,423,93,82,71,68,9,3,0.0,Sunny,0
2015-06-09,6,2015,1,22.144000000000002,360,95,84,70,67,8,3,0.0,Sunny,0
2015-06-10,6,2015,2,21.912,430,93,83,70,68,10,4,0.0,Sunny,0
2015-06-11,6,2015,3,18.799,388,94,84,72,70,15,7,0.0,Sunny,0
2015-06-12,6,2015,4,24.651999999999997,569,93,84,75,73,13,6,0.01,Sunny,0.1-0.5
2015-06-13,6,2015,5,31.188000000000002,937,95,85,74,72,18,7,0.005,Sunny,0.1-0.5
2015-06-14,6,2015,6,23.288,469,86,79,76,73,13,6,1.34,"Fog , Rain , Thunderstorm",0.5-2
2015-06-15,6,2015,0,25.837,350,89,82,76,73,16,4,0.19,"Rain , Thunderstorm",0.1-0.5
2015-06-16,6,2015,1,30.4,150,83,78,75,73,15,7,1.34,"Fog , Rain , Thunderstorm",0.5-2
2015-06-17,6,2015,2,14.469000000000001,209,89,81,77,74,23,5,2.66,"Fog , Rain , Thunderstorm",2-10
2015-06-18,6,2015,3,17.855999999999998,376,90,82,75,73,12,4,0.0,Thunderstorm,0
2015-06-19,6,2015,4,27.118000000000002,434,84,78,76,73,13,1,1.09,"Fog , Rain , Thunderstorm",0.5-2
2015-06-20,6,2015,5,33.739000000000004,633,83,78,77,73,17,3,0.49,"Fog , Rain , Thunderstorm",0.1-0.5
2015-06-21,6,2015,6,31.511999999999997,402,86,79,78,75,17,4,0.93,"Fog , Rain , Thunderstorm",0.5-2
2015-06-22,6,2015,0,25.49,420,89,81,77,74,10,5,0.0,Sunny,0
2015-06-23,6,2015,1,24.103,331,92,84,76,73,13,5,0.0,Thunderstorm,0
2015-06-24,6,2015,2,22.359,379,92,83,74,73,12,3,0.0,Sunny,0
2015-06-25,6,2015,3,20.697,413,93,83,74,72,12,4,0.0,Sunny,0
2015-06-26,6,2015,4,31.796999999999997,498,93,85,74,73,10,6,0.0,Sunny,0
2015-06-27,6,2015,5,30.432,829,91,83,75,73,14,1,0.01,"Rain , Thunderstorm",0.1-0.5
2015-06-28,6,2015,6,32.196999999999996,517,91,82,75,73,13,2,0.08,"Rain , Thunderstorm",0.1-0.5
2015-06-29,6,2015,0,24.68,375,93,84,74,72,10,5,0.0,Sunny,0
2015-06-30,6,2015,1,19.954,280,94,84,76,73,14,4,0.75,"Fog , Rain , Thunderstorm",0.5-2
2015-07-01,7,2015,2,16.641,396,91,81,75,71,17,4,0.005,Rain,0.1-0.5
2015-07-02,7,2015,3,24.58,481,91,81,73,71,16,6,0.005,Sunny,0.1-0.5
2015-07-03,7,2015,4,43.641000000000005,940,91,84,74,72,12,6,0.005,Sunny,0.1-0.5
2015-07-04,7,2015,5,39.61,1337,92,84,74,73,14,7,0.0,Sunny,0
2015-07-05,7,2015,6,29.203000000000003,898,91,84,75,73,14,7,0.0,Sunny,0
2015-07-06,7,2015,0,28.414,464,91,84,74,72,16,8,0.0,Sunny,0
2015-07-07,7,2015,1,19.250999999999998,399,91,85,75,73,16,8,0.005,Sunny,0.1-0.5
2015-07-08,7,2015,2,28.589000000000002,450,91,85,74,72,18,8,0.0,Sunny,0
2015-07-09,7,2015,3,22.886999999999997,426,93,85,74,71,16,8,0.0,Sunny,0
2015-07-10,7,2015,4,20.535,493,94,84,74,70,13,6,0.0,Sunny,0
2015-07-11,7,2015,5,27.628,667,93,83,73,70,14,5,0.0,Sunny,0
2015-07-12,7,2015,6,32.354,638,94,84,73,71,12,5,0.0,Sunny,0
2015-07-13,7,2015,0,17.997,329,96,86,73,71,13,5,0.0,Sunny,0
2015-07-14,7,2015,1,20.568,366,97,86,72,69,10,6,0.0,Sunny,0
2015-07-15,7,2015,2,16.065,397,95,85,72,70,13,6,0.0,Sunny,0
2015-07-16,7,2015,3,23.365,523,95,85,72,70,12,6,0.0,Sunny,0
2015-07-17,7,2015,4,36.842,563,96,86,74,72,13,7,0.0,Sunny,0
2015-07-18,7,2015,5,28.58,783,98,88,74,72,14,7,0.0,Sunny,0
2015-07-19,7,2015,6,39.077,517,97,87,74,72,13,6,0.0,Sunny,0
2015-07-20,7,2015,0,19.749000000000002,403,97,86,73,71,12,5,0.0,Sunny,0
2015-07-21,7,2015,1,16.803,361,97,86,73,71,13,6,0.0,Sunny,0
2015-07-22,7,2015,2,33.198,469,97,87,74,72,13,7,0.0,Sunny,0
2015-07-23,7,2015,3,21.641,387,99,88,73,70,14,7,0.0,Sunny,0
2015-07-24,7,2015,4,26.055,493,99,88,74,71,13,6,0.0,Sunny,0
2015-07-25,7,2015,5,36.774,744,98,87,73,70,12,5,0.0,Sunny,0
2015-07-26,7,2015,6,28.361,502,98,87,75,72,12,6,0.0,Sunny,0
2015-07-27,7,2015,0,21.636,371,100,89,75,72,13,6,0.0,Sunny,0
2015-07-28,7,2015,1,22.385,455,100,89,75,71,14,8,0.0,Sunny,0
